Outlet ID,Brand Name,Sales Value,DATE
Outlet 1053,Brand 9,1386.2472,26-Apr-18
Outlet 1054,Brand 7,724.0272,12-Apr-18
Outlet 1054,Brand 8,5379.264,19-Apr-18
Outlet 1054,Brand 1,467.6292,19-Apr-18
Outlet 1054,Brand 2,292.905,12-Apr-18
Outlet 1054,Brand 2,724.9328,12-Apr-18
Outlet 1054,Brand 10,2893.392,12-Apr-18
Outlet 1054,Brand 9,358.6176,12-Apr-18
Outlet 1054,Brand 9,842.6608,12-Apr-18
Outlet 1054,Brand 9,1386.2472,12-Apr-18
Outlet 1055,Brand 6,276.6608,26-Apr-18
Outlet 1055,Brand 6,366.202,26-Apr-18
Outlet 1055,Brand 6,829.9824,5-Apr-18
Outlet 1055,Brand 7,658.7108,5-Apr-18
Outlet 1055,Brand 8,5379.264,5-Apr-18
Outlet 1055,Brand 1,611.5064,5-Apr-18
Outlet 1056,Brand 6,183.101,12-Apr-18
Outlet 1056,Brand 6,553.3216,12-Apr-18
Outlet 1057,Brand 6,366.202,5-Apr-18
Outlet 1057,Brand 6,553.3216,5-Apr-18
Outlet 1057,Brand 8,5379.264,5-Apr-18
Outlet 1057,Brand 1,287.7544,5-Apr-18
Outlet 1057,Brand 1,791.3812,5-Apr-18
Outlet 1058,Brand 6,1106.6432,5-Apr-18
Outlet 1058,Brand 7,329.3554,5-Apr-18
Outlet 1058,Brand 8,5379.264,5-Apr-18
Outlet 1058,Brand 1,611.5064,5-Apr-18
Outlet 1058,Brand 9,631.9956,26-Apr-18
Outlet 1058,Brand 9,693.1236,26-Apr-18
Outlet 1059,Brand 6,366.202,5-Apr-18
Outlet 1059,Brand 7,329.3554,5-Apr-18
Outlet 1059,Brand 8,2689.632,5-Apr-18
Outlet 1059,Brand 1,395.6906,5-Apr-18
Outlet 1060,Brand 2,362.4664,5-Apr-18
Outlet 1061,Brand 6,183.101,19-Apr-18
Outlet 1061,Brand 6,829.9824,19-Apr-18
Outlet 1061,Brand 7,329.3554,19-Apr-18
Outlet 1061,Brand 8,5379.264,19-Apr-18
Outlet 1061,Brand 1,395.6906,19-Apr-18
Outlet 1061,Brand 9,693.1236,12-Apr-18
Outlet 1062,Brand 2,358.844,12-Apr-18
Outlet 1062,Brand 2,585.81,12-Apr-18
Outlet 1062,Brand 10,1446.696,12-Apr-18
Outlet 1062,Brand 9,631.9956,12-Apr-18
Outlet 1062,Brand 9,693.1236,12-Apr-18
Outlet 1063,Brand 7,658.7108,12-Apr-18
Outlet 1063,Brand 2,724.9328,12-Apr-18
Outlet 1063,Brand 10,2893.392,12-Apr-18
Outlet 1063,Brand 9,1025.7618,12-Apr-18
Outlet 1063,Brand 9,1053.326,12-Apr-18
Outlet 1063,Brand 9,1155.206,12-Apr-18
Outlet 1064,Brand 6,553.3216,19-Apr-18
Outlet 1064,Brand 7,329.3554,19-Apr-18
Outlet 1064,Brand 7,362.0136,19-Apr-18
Outlet 1064,Brand 5,350.2408,19-Apr-18
Outlet 1064,Brand 8,5379.264,19-Apr-18
Outlet 1064,Brand 1,467.6292,19-Apr-18
Outlet 1065,Brand 6,549.303,19-Apr-18
Outlet 1065,Brand 6,829.9824,19-Apr-18
Outlet 1065,Brand 7,362.0136,19-Apr-18
Outlet 1065,Brand 8,5379.264,19-Apr-18
Outlet 1065,Brand 1,287.7544,19-Apr-18
Outlet 1066,Brand 7,658.7108,12-Apr-18
Outlet 1066,Brand 2,292.905,12-Apr-18
Outlet 1066,Brand 2,358.844,12-Apr-18
Outlet 1066,Brand 2,724.9328,12-Apr-18
Outlet 1066,Brand 10,2893.392,12-Apr-18
Outlet 1066,Brand 9,1025.7618,12-Apr-18
Outlet 1066,Brand 9,1386.2472,12-Apr-18
Outlet 1067,Brand 2,585.81,12-Apr-18
Outlet 1067,Brand 10,1446.696,12-Apr-18
Outlet 1067,Brand 9,179.3088,12-Apr-18
Outlet 1067,Brand 9,683.8412,12-Apr-18
Outlet 1067,Brand 9,842.6608,12-Apr-18
Outlet 1068,Brand 8,5379.264,5-Apr-18
Outlet 1068,Brand 1,467.6292,5-Apr-18
Outlet 1068,Brand 1,791.3812,5-Apr-18
Outlet 1068,Brand 2,358.844,26-Apr-18
Outlet 1068,Brand 2,724.9328,26-Apr-18
Outlet 1068,Brand 10,2893.392,26-Apr-18
Outlet 1068,Brand 9,358.6176,26-Apr-18
Outlet 1068,Brand 9,1053.326,26-Apr-18
Outlet 1068,Brand 9,1386.2472,26-Apr-18
Outlet 1069,Brand 6,276.6608,19-Apr-18
Outlet 1069,Brand 6,366.202,19-Apr-18
Outlet 1069,Brand 9,358.6176,12-Apr-18
Outlet 1069,Brand 9,1025.7618,12-Apr-18
Outlet 1070,Brand 7,658.7108,12-Apr-18
Outlet 1070,Brand 2,179.422,12-Apr-18
Outlet 1070,Brand 2,292.905,12-Apr-18
Outlet 1070,Brand 2,724.9328,12-Apr-18
Outlet 1070,Brand 10,2893.392,12-Apr-18
Outlet 1070,Brand 9,1053.326,12-Apr-18
Outlet 1070,Brand 9,1386.2472,12-Apr-18
Outlet 1071,Brand 2,358.844,12-Apr-18
Outlet 1071,Brand 2,502.0986,12-Apr-18
Outlet 1071,Brand 2,585.81,12-Apr-18
Outlet 1071,Brand 2,724.9328,12-Apr-18
Outlet 1071,Brand 10,2893.392,12-Apr-18
Outlet 1071,Brand 9,1053.326,12-Apr-18
Outlet 1071,Brand 9,1386.2472,12-Apr-18
Outlet 1072,Brand 6,366.202,5-Apr-18
Outlet 1072,Brand 6,366.202,26-Apr-18
Outlet 1072,Brand 6,553.3216,5-Apr-18
Outlet 1072,Brand 7,329.3554,5-Apr-18
Outlet 1072,Brand 7,407.3502,26-Apr-18
Outlet 1072,Brand 8,5379.264,5-Apr-18
Outlet 1072,Brand 1,395.6906,5-Apr-18
Outlet 1072,Brand 1,467.6292,5-Apr-18
Outlet 1073,Brand 2,358.844,5-Apr-18
Outlet 1074,Brand 2,292.905,5-Apr-18
Outlet 1075,Brand 9,421.3304,10-Apr-18
Outlet 1076,Brand 1,1223.0128,24-Apr-18
Outlet 1076,Brand 2,292.905,24-Apr-18
Outlet 1076,Brand 2,983.0288,24-Apr-18
Outlet 1077,Brand 2,292.905,10-Apr-18
Outlet 1077,Brand 9,421.3304,10-Apr-18
Outlet 1078,Brand 1,467.6292,24-Apr-18
Outlet 1078,Brand 1,791.3812,24-Apr-18
Outlet 1078,Brand 2,179.422,24-Apr-18
Outlet 1078,Brand 2,292.905,24-Apr-18
Outlet 1078,Brand 2,362.4664,24-Apr-18
Outlet 1079,Brand 1,287.7544,10-Apr-18
Outlet 1079,Brand 9,421.3304,10-Apr-18
Outlet 1080,Brand 9,631.9956,10-Apr-18
Outlet 1081,Brand 1,611.5064,10-Apr-18
Outlet 1081,Brand 2,179.422,10-Apr-18
Outlet 1081,Brand 2,292.905,10-Apr-18
Outlet 1081,Brand 2,724.9328,10-Apr-18
Outlet 1082,Brand 1,467.6292,24-Apr-18
Outlet 1082,Brand 1,791.3812,24-Apr-18
Outlet 1082,Brand 2,179.422,24-Apr-18
Outlet 1082,Brand 2,362.4664,24-Apr-18
Outlet 1082,Brand 2,585.81,24-Apr-18
Outlet 1083,Brand 1,233.8146,24-Apr-18
Outlet 1083,Brand 1,467.6292,24-Apr-18
Outlet 1083,Brand 1,1223.0128,10-Apr-18
Outlet 1083,Brand 2,585.81,10-Apr-18
Outlet 1083,Brand 2,724.9328,10-Apr-18
Outlet 1083,Brand 3,150.0466,24-Apr-18
Outlet 1084,Brand 1,1223.0128,24-Apr-18
Outlet 1084,Brand 2,276.0948,24-Apr-18
Outlet 1084,Brand 2,358.844,24-Apr-18
Outlet 1084,Brand 2,491.5144,24-Apr-18
Outlet 1085,Brand 1,395.6906,3-Apr-18
Outlet 1086,Brand 1,395.6906,3-Apr-18
Outlet 1087,Brand 1,467.6292,3-Apr-18
Outlet 1088,Brand 5,350.2408,17-Apr-18
Outlet 1088,Brand 1,395.6906,3-Apr-18
Outlet 1088,Brand 1,611.5064,17-Apr-18
Outlet 1088,Brand 2,368.1264,17-Apr-18
Outlet 1088,Brand 2,724.9328,17-Apr-18
Outlet 1088,Brand 3,300.0932,17-Apr-18
Outlet 1089,Brand 1,611.5064,3-Apr-18
Outlet 1089,Brand 9,421.3304,17-Apr-18
Outlet 1090,Brand 1,467.6292,3-Apr-18
Outlet 1091,Brand 1,1223.0128,17-Apr-18
Outlet 1091,Brand 2,179.422,17-Apr-18
Outlet 1091,Brand 2,292.905,17-Apr-18
Outlet 1091,Brand 2,362.4664,17-Apr-18
Outlet 1092,Brand 2,362.4664,17-Apr-18
Outlet 1092,Brand 3,300.0932,17-Apr-18
Outlet 1093,Brand 6,549.303,3-Apr-18
Outlet 1093,Brand 6,829.9824,3-Apr-18
Outlet 1093,Brand 7,658.7108,3-Apr-18
Outlet 1093,Brand 5,764.1,3-Apr-18
Outlet 1093,Brand 1,233.8146,3-Apr-18
Outlet 1093,Brand 1,791.3812,3-Apr-18
Outlet 1094,Brand 6,829.9824,17-Apr-18
Outlet 1094,Brand 7,329.3554,17-Apr-18
Outlet 1094,Brand 8,5379.264,17-Apr-18
Outlet 1094,Brand 1,395.6906,17-Apr-18
Outlet 1094,Brand 1,467.6292,17-Apr-18
Outlet 1095,Brand 6,829.9824,17-Apr-18
Outlet 1095,Brand 7,438.65,17-Apr-18
Outlet 1095,Brand 8,5379.264,17-Apr-18
Outlet 1095,Brand 1,395.6906,17-Apr-18
Outlet 1095,Brand 1,611.5064,17-Apr-18
Outlet 1096,Brand 6,829.9824,17-Apr-18
Outlet 1096,Brand 7,329.3554,24-Apr-18
Outlet 1096,Brand 7,657.975,17-Apr-18
Outlet 1096,Brand 8,5379.264,17-Apr-18
Outlet 1096,Brand 1,395.6906,17-Apr-18
Outlet 1096,Brand 2,292.905,24-Apr-18
Outlet 1096,Brand 10,1446.696,24-Apr-18
Outlet 1096,Brand 9,842.6608,24-Apr-18
Outlet 1096,Brand 9,924.1648,24-Apr-18
Outlet 1097,Brand 10,1446.696,3-Apr-18
Outlet 1097,Brand 9,341.9206,3-Apr-18
Outlet 1098,Brand 7,658.7108,10-Apr-18
Outlet 1098,Brand 7,724.0272,10-Apr-18
Outlet 1098,Brand 2,585.81,10-Apr-18
Outlet 1098,Brand 10,2893.392,10-Apr-18
Outlet 1098,Brand 9,1155.206,10-Apr-18
Outlet 1098,Brand 9,1367.6824,10-Apr-18
Outlet 1099,Brand 7,658.7108,10-Apr-18
Outlet 1099,Brand 2,292.905,10-Apr-18
Outlet 1099,Brand 2,724.9328,10-Apr-18
Outlet 1099,Brand 10,2893.392,10-Apr-18
Outlet 1099,Brand 9,421.3304,10-Apr-18
Outlet 1099,Brand 9,1025.7618,10-Apr-18
Outlet 1099,Brand 9,1386.2472,10-Apr-18
Outlet 1100,Brand 8,5379.264,17-Apr-18
Outlet 1100,Brand 1,467.6292,17-Apr-18
Outlet 1100,Brand 2,179.422,24-Apr-18
Outlet 1100,Brand 2,292.905,24-Apr-18
Outlet 1100,Brand 2,362.4664,24-Apr-18
Outlet 1100,Brand 10,2893.392,24-Apr-18
Outlet 1100,Brand 9,358.6176,24-Apr-18
Outlet 1100,Brand 9,1263.9912,24-Apr-18
Outlet 1100,Brand 9,1386.2472,24-Apr-18
Outlet 1101,Brand 2,292.905,17-Apr-18
Outlet 1102,Brand 10,1446.696,3-Apr-18
Outlet 1103,Brand 7,658.7108,24-Apr-18
Outlet 1103,Brand 2,538.266,24-Apr-18
Outlet 1103,Brand 2,724.9328,24-Apr-18
Outlet 1103,Brand 10,2893.392,24-Apr-18
Outlet 1103,Brand 9,1263.9912,24-Apr-18
Outlet 1103,Brand 9,1386.2472,24-Apr-18
Outlet 1104,Brand 7,438.65,3-Apr-18
Outlet 1105,Brand 2,724.9328,24-Apr-18
Outlet 1105,Brand 2,1087.3992,10-Apr-18
Outlet 1105,Brand 10,2893.392,10-Apr-18
Outlet 1105,Brand 10,2893.392,24-Apr-18
Outlet 1105,Brand 9,537.9264,10-Apr-18
Outlet 1105,Brand 9,693.1236,10-Apr-18
Outlet 1105,Brand 9,1263.9912,24-Apr-18
Outlet 1105,Brand 9,1685.3216,10-Apr-18
Outlet 1105,Brand 9,1848.3296,24-Apr-18
Outlet 1106,Brand 7,329.3554,10-Apr-18
Outlet 1106,Brand 2,585.81,10-Apr-18
Outlet 1106,Brand 2,724.9328,10-Apr-18
Outlet 1106,Brand 10,2893.392,10-Apr-18
Outlet 1106,Brand 9,631.9956,10-Apr-18
Outlet 1106,Brand 9,1025.7618,10-Apr-18
Outlet 1106,Brand 9,1386.2472,10-Apr-18
Outlet 1107,Brand 7,329.3554,10-Apr-18
Outlet 1107,Brand 2,724.9328,10-Apr-18
Outlet 1107,Brand 10,1446.696,10-Apr-18
Outlet 1107,Brand 9,358.6176,10-Apr-18
Outlet 1107,Brand 9,1053.326,10-Apr-18
Outlet 1108,Brand 7,658.7108,10-Apr-18
Outlet 1108,Brand 2,724.9328,10-Apr-18
Outlet 1108,Brand 10,1446.696,10-Apr-18
Outlet 1108,Brand 9,1053.326,10-Apr-18
Outlet 1109,Brand 6,366.202,17-Apr-18
Outlet 1109,Brand 6,829.9824,17-Apr-18
Outlet 1109,Brand 7,362.0136,17-Apr-18
Outlet 1109,Brand 8,5379.264,17-Apr-18
Outlet 1109,Brand 1,233.8146,17-Apr-18
Outlet 1109,Brand 1,395.6906,17-Apr-18
Outlet 1110,Brand 7,658.7108,24-Apr-18
Outlet 1110,Brand 7,724.0272,10-Apr-18
Outlet 1110,Brand 2,292.905,10-Apr-18
Outlet 1110,Brand 10,1446.696,10-Apr-18
Outlet 1110,Brand 10,1446.696,24-Apr-18
Outlet 1110,Brand 9,210.6652,10-Apr-18
Outlet 1110,Brand 9,693.1236,24-Apr-18
Outlet 1110,Brand 9,1025.7618,10-Apr-18
Outlet 1110,Brand 9,1053.326,24-Apr-18
Outlet 1111,Brand 6,549.303,3-Apr-18
Outlet 1111,Brand 6,829.9824,3-Apr-18
Outlet 1111,Brand 7,658.7108,3-Apr-18
Outlet 1111,Brand 5,764.1,3-Apr-18
Outlet 1111,Brand 1,395.6906,3-Apr-18
Outlet 1111,Brand 1,611.5064,3-Apr-18
Outlet 1112,Brand 7,658.7108,10-Apr-18
Outlet 1112,Brand 7,724.0272,10-Apr-18
Outlet 1112,Brand 2,724.9328,10-Apr-18
Outlet 1112,Brand 10,2893.392,10-Apr-18
Outlet 1112,Brand 9,1263.9912,10-Apr-18
Outlet 1112,Brand 9,1386.2472,10-Apr-18
Outlet 1113,Brand 7,658.7108,3-Apr-18
Outlet 1113,Brand 5,764.1,3-Apr-18
Outlet 1113,Brand 1,233.8146,3-Apr-18
Outlet 1113,Brand 1,395.6906,3-Apr-18
Outlet 1113,Brand 2,179.422,24-Apr-18
Outlet 1113,Brand 2,292.905,24-Apr-18
Outlet 1113,Brand 10,1446.696,24-Apr-18
Outlet 1113,Brand 9,537.9264,24-Apr-18
Outlet 1113,Brand 9,1053.326,24-Apr-18
Outlet 1114,Brand 9,631.9956,10-Apr-18
Outlet 1115,Brand 6,829.9824,3-Apr-18
Outlet 1115,Brand 10,1446.696,3-Apr-18
Outlet 1116,Brand 7,658.7108,24-Apr-18
Outlet 1116,Brand 2,179.422,24-Apr-18
Outlet 1116,Brand 2,292.905,24-Apr-18
Outlet 1116,Brand 2,724.9328,24-Apr-18
Outlet 1116,Brand 10,2893.392,24-Apr-18
Outlet 1116,Brand 9,358.6176,17-Apr-18
Outlet 1116,Brand 9,1053.326,24-Apr-18
Outlet 1116,Brand 9,1386.2472,24-Apr-18
Outlet 1117,Brand 6,829.9824,17-Apr-18
Outlet 1117,Brand 7,658.7108,17-Apr-18
Outlet 1117,Brand 8,5379.264,17-Apr-18
Outlet 1117,Brand 1,611.5064,17-Apr-18
Outlet 1118,Brand 1,791.3812,11-Apr-18
Outlet 1118,Brand 2,292.905,11-Apr-18
Outlet 1118,Brand 2,358.844,11-Apr-18
Outlet 1118,Brand 2,362.4664,11-Apr-18
Outlet 1119,Brand 2,724.9328,11-Apr-18
Outlet 1120,Brand 3,300.0932,25-Apr-18
Outlet 1121,Brand 1,395.6906,11-Apr-18
Outlet 1121,Brand 1,611.5064,11-Apr-18
Outlet 1121,Brand 2,292.905,11-Apr-18
Outlet 1121,Brand 2,362.4664,11-Apr-18
Outlet 1122,Brand 1,701.4438,25-Apr-18
Outlet 1122,Brand 2,179.422,11-Apr-18
Outlet 1122,Brand 9,631.9956,11-Apr-18
Outlet 1122,Brand 9,631.9956,25-Apr-18
Outlet 1123,Brand 1,467.6292,11-Apr-18
Outlet 1124,Brand 1,611.5064,25-Apr-18
Outlet 1124,Brand 2,292.905,25-Apr-18
Outlet 1124,Brand 2,983.0288,25-Apr-18
Outlet 1125,Brand 9,421.3304,11-Apr-18
Outlet 1126,Brand 1,1187.0718,25-Apr-18
Outlet 1126,Brand 2,179.422,25-Apr-18
Outlet 1126,Brand 2,292.905,25-Apr-18
Outlet 1126,Brand 2,491.5144,25-Apr-18
Outlet 1127,Brand 2,358.844,25-Apr-18
Outlet 1128,Brand 9,631.9956,11-Apr-18
Outlet 1129,Brand 1,701.4438,25-Apr-18
Outlet 1129,Brand 1,791.3812,25-Apr-18
Outlet 1129,Brand 2,1004.1972,25-Apr-18
Outlet 1130,Brand 1,467.6292,11-Apr-18
Outlet 1131,Brand 1,1223.0128,18-Apr-18
Outlet 1131,Brand 2,92.0316,18-Apr-18
Outlet 1131,Brand 2,724.9328,18-Apr-18
Outlet 1131,Brand 3,300.0932,18-Apr-18
Outlet 1132,Brand 1,1223.0128,18-Apr-18
Outlet 1132,Brand 2,92.0316,18-Apr-18
Outlet 1132,Brand 2,292.905,18-Apr-18
Outlet 1132,Brand 2,724.9328,18-Apr-18
Outlet 1133,Brand 3,300.0932,18-Apr-18
Outlet 1133,Brand 9,421.3304,18-Apr-18
Outlet 1134,Brand 2,179.422,18-Apr-18
Outlet 1134,Brand 3,150.0466,18-Apr-18
Outlet 1135,Brand 7,362.0136,25-Apr-18
Outlet 1135,Brand 2,179.422,25-Apr-18
Outlet 1135,Brand 2,292.905,25-Apr-18
Outlet 1135,Brand 10,1446.696,25-Apr-18
Outlet 1135,Brand 9,462.0824,25-Apr-18
Outlet 1135,Brand 9,1053.326,25-Apr-18
Outlet 1136,Brand 6,366.202,18-Apr-18
Outlet 1136,Brand 6,829.9824,18-Apr-18
Outlet 1136,Brand 7,329.3554,18-Apr-18
Outlet 1136,Brand 8,5379.264,18-Apr-18
Outlet 1136,Brand 1,467.6292,18-Apr-18
Outlet 1137,Brand 7,658.7108,11-Apr-18
Outlet 1137,Brand 2,362.4664,11-Apr-18
Outlet 1137,Brand 10,2893.392,11-Apr-18
Outlet 1137,Brand 9,1025.7618,11-Apr-18
Outlet 1137,Brand 9,1053.326,11-Apr-18
Outlet 1137,Brand 9,1386.2472,11-Apr-18
Outlet 1138,Brand 7,658.7108,11-Apr-18
Outlet 1138,Brand 2,585.81,11-Apr-18
Outlet 1138,Brand 10,1446.696,11-Apr-18
Outlet 1138,Brand 9,1025.7618,11-Apr-18
Outlet 1139,Brand 7,658.7108,11-Apr-18
Outlet 1139,Brand 2,585.81,11-Apr-18
Outlet 1139,Brand 10,2893.392,11-Apr-18
Outlet 1139,Brand 9,1367.6824,11-Apr-18
Outlet 1139,Brand 9,1386.2472,11-Apr-18
Outlet 1140,Brand 6,366.202,25-Apr-18
Outlet 1141,Brand 7,362.0136,11-Apr-18
Outlet 1141,Brand 2,292.905,11-Apr-18
Outlet 1141,Brand 2,362.4664,11-Apr-18
Outlet 1141,Brand 10,1446.696,11-Apr-18
Outlet 1141,Brand 9,358.6176,11-Apr-18
Outlet 1141,Brand 9,631.9956,11-Apr-18
Outlet 1142,Brand 6,276.6608,25-Apr-18
Outlet 1142,Brand 9,421.3304,25-Apr-18
Outlet 1143,Brand 9,631.9956,25-Apr-18
Outlet 1144,Brand 7,329.3554,11-Apr-18
Outlet 1144,Brand 7,724.0272,11-Apr-18
Outlet 1144,Brand 2,358.844,11-Apr-18
Outlet 1144,Brand 2,724.9328,11-Apr-18
Outlet 1144,Brand 10,2893.392,11-Apr-18
Outlet 1144,Brand 9,358.6176,11-Apr-18
Outlet 1144,Brand 9,631.9956,11-Apr-18
Outlet 1144,Brand 9,1386.2472,11-Apr-18
Outlet 1145,Brand 9,358.6176,11-Apr-18
Outlet 1145,Brand 9,924.1648,11-Apr-18
Outlet 1146,Brand 6,366.202,25-Apr-18
Outlet 1147,Brand 7,329.3554,25-Apr-18
Outlet 1147,Brand 2,292.905,25-Apr-18
Outlet 1147,Brand 10,1446.696,25-Apr-18
Outlet 1147,Brand 9,693.1236,25-Apr-18
Outlet 1147,Brand 9,1053.326,25-Apr-18
Outlet 1148,Brand 7,329.3554,25-Apr-18
Outlet 1148,Brand 2,358.844,25-Apr-18
Outlet 1148,Brand 10,1446.696,25-Apr-18
Outlet 1148,Brand 9,537.9264,25-Apr-18
Outlet 1148,Brand 9,1155.206,25-Apr-18
Outlet 1149,Brand 6,549.303,18-Apr-18
Outlet 1149,Brand 6,829.9824,18-Apr-18
Outlet 1149,Brand 7,362.0136,18-Apr-18
Outlet 1149,Brand 5,350.2408,18-Apr-18
Outlet 1149,Brand 8,5379.264,18-Apr-18
Outlet 1150,Brand 7,362.0136,25-Apr-18
Outlet 1150,Brand 2,292.905,25-Apr-18
Outlet 1150,Brand 2,362.4664,25-Apr-18
Outlet 1150,Brand 10,1446.696,25-Apr-18
Outlet 1150,Brand 9,1053.326,25-Apr-18
Outlet 1151,Brand 9,631.9956,11-Apr-18
Outlet 1152,Brand 6,183.101,18-Apr-18
Outlet 1152,Brand 6,829.9824,18-Apr-18
Outlet 1152,Brand 7,407.3502,18-Apr-18
Outlet 1152,Brand 8,5379.264,18-Apr-18
Outlet 1152,Brand 1,611.5064,18-Apr-18
Outlet 1153,Brand 6,1106.6432,18-Apr-18
Outlet 1153,Brand 7,329.3554,18-Apr-18
Outlet 1153,Brand 8,5379.264,18-Apr-18
Outlet 1153,Brand 1,287.7544,18-Apr-18
Outlet 1153,Brand 1,467.6292,18-Apr-18
Outlet 1154,Brand 7,362.0136,25-Apr-18
Outlet 1154,Brand 2,292.905,25-Apr-18
Outlet 1154,Brand 2,358.844,25-Apr-18
Outlet 1154,Brand 2,724.9328,25-Apr-18
Outlet 1154,Brand 10,2893.392,25-Apr-18
Outlet 1154,Brand 9,1263.9912,25-Apr-18
Outlet 1154,Brand 9,1386.2472,25-Apr-18
Outlet 1155,Brand 9,421.3304,18-Apr-18
Outlet 1156,Brand 5,764.1,14-Apr-18
Outlet 1156,Brand 1,395.6906,14-Apr-18
Outlet 1156,Brand 1,1223.0128,14-Apr-18
Outlet 1157,Brand 1,467.6292,14-Apr-18
Outlet 1158,Brand 9,631.9956,14-Apr-18
Outlet 1159,Brand 3,300.0932,14-Apr-18
Outlet 1159,Brand 9,631.9956,28-Apr-18
Outlet 1160,Brand 1,467.6292,14-Apr-18
Outlet 1160,Brand 1,1223.0128,14-Apr-18
Outlet 1160,Brand 2,292.905,14-Apr-18
Outlet 1160,Brand 2,362.4664,14-Apr-18
Outlet 1161,Brand 1,791.3812,28-Apr-18
Outlet 1161,Brand 2,292.905,28-Apr-18
Outlet 1161,Brand 2,358.844,28-Apr-18
Outlet 1161,Brand 2,983.0288,28-Apr-18
Outlet 1162,Brand 1,395.6906,14-Apr-18
Outlet 1162,Brand 1,1223.0128,14-Apr-18
Outlet 1162,Brand 2,292.905,14-Apr-18
Outlet 1162,Brand 2,362.4664,14-Apr-18
Outlet 1163,Brand 1,395.6906,14-Apr-18
Outlet 1163,Brand 1,1223.0128,14-Apr-18
Outlet 1163,Brand 2,292.905,14-Apr-18
Outlet 1163,Brand 2,362.4664,14-Apr-18
Outlet 1164,Brand 1,233.8146,28-Apr-18
Outlet 1164,Brand 1,791.3812,28-Apr-18
Outlet 1164,Brand 2,179.422,28-Apr-18
Outlet 1164,Brand 2,491.5144,28-Apr-18
Outlet 1164,Brand 2,585.81,28-Apr-18
Outlet 1165,Brand 1,395.6906,28-Apr-18
Outlet 1166,Brand 1,287.7544,7-Apr-18
Outlet 1167,Brand 1,611.5064,21-Apr-18
Outlet 1167,Brand 2,292.905,21-Apr-18
Outlet 1167,Brand 2,368.1264,21-Apr-18
Outlet 1167,Brand 2,724.9328,21-Apr-18
Outlet 1168,Brand 9,631.9956,21-Apr-18
Outlet 1169,Brand 9,421.3304,7-Apr-18
Outlet 1170,Brand 1,611.5064,7-Apr-18
Outlet 1171,Brand 1,467.6292,21-Apr-18
Outlet 1171,Brand 1,701.4438,21-Apr-18
Outlet 1171,Brand 1,791.3812,7-Apr-18
Outlet 1171,Brand 2,292.905,21-Apr-18
Outlet 1171,Brand 2,538.266,21-Apr-18
Outlet 1172,Brand 1,233.8146,7-Apr-18
Outlet 1172,Brand 1,395.6906,7-Apr-18
Outlet 1173,Brand 9,421.3304,21-Apr-18
Outlet 1174,Brand 6,679.2,7-Apr-18
Outlet 1175,Brand 2,179.422,21-Apr-18
Outlet 1175,Brand 3,300.0932,21-Apr-18
Outlet 1176,Brand 2,179.422,14-Apr-18
Outlet 1176,Brand 2,292.905,14-Apr-18
Outlet 1176,Brand 2,724.9328,14-Apr-18
Outlet 1176,Brand 10,1446.696,14-Apr-18
Outlet 1176,Brand 9,358.6176,14-Apr-18
Outlet 1176,Brand 9,842.6608,14-Apr-18
Outlet 1177,Brand 9,631.9956,21-Apr-18
Outlet 1177,Brand 9,924.1648,21-Apr-18
Outlet 1178,Brand 6,549.303,21-Apr-18
Outlet 1178,Brand 7,329.3554,21-Apr-18
Outlet 1178,Brand 7,362.0136,21-Apr-18
Outlet 1178,Brand 8,5379.264,21-Apr-18
Outlet 1178,Brand 1,791.3812,21-Apr-18
Outlet 1179,Brand 6,549.303,28-Apr-18
Outlet 1180,Brand 6,829.9824,7-Apr-18
Outlet 1180,Brand 7,329.3554,7-Apr-18
Outlet 1180,Brand 8,5379.264,7-Apr-18
Outlet 1180,Brand 1,611.5064,7-Apr-18
Outlet 1181,Brand 6,549.303,28-Apr-18
Outlet 1182,Brand 6,549.303,7-Apr-18
Outlet 1182,Brand 6,553.3216,7-Apr-18
Outlet 1182,Brand 7,329.3554,7-Apr-18
Outlet 1182,Brand 8,5379.264,7-Apr-18
Outlet 1182,Brand 1,611.5064,7-Apr-18
Outlet 1183,Brand 7,658.7108,14-Apr-18
Outlet 1183,Brand 2,292.905,14-Apr-18
Outlet 1183,Brand 2,724.9328,14-Apr-18
Outlet 1183,Brand 10,2893.392,14-Apr-18
Outlet 1183,Brand 9,1263.9912,14-Apr-18
Outlet 1183,Brand 9,1386.2472,14-Apr-18
Outlet 1184,Brand 7,724.0272,14-Apr-18
Outlet 1184,Brand 2,179.422,14-Apr-18
Outlet 1184,Brand 2,292.905,14-Apr-18
Outlet 1184,Brand 10,1446.696,14-Apr-18
Outlet 1184,Brand 9,1155.206,14-Apr-18
Outlet 1185,Brand 6,553.3216,21-Apr-18
Outlet 1185,Brand 7,658.7108,21-Apr-18
Outlet 1185,Brand 8,5379.264,21-Apr-18
Outlet 1185,Brand 1,233.8146,21-Apr-18
Outlet 1185,Brand 1,611.5064,21-Apr-18
Outlet 1186,Brand 9,421.3304,28-Apr-18
Outlet 1186,Brand 9,537.9264,28-Apr-18
Outlet 1187,Brand 6,366.202,21-Apr-18
Outlet 1187,Brand 7,658.7108,21-Apr-18
Outlet 1187,Brand 8,5379.264,21-Apr-18
Outlet 1187,Brand 1,395.6906,21-Apr-18
Outlet 1187,Brand 4,563.9624,21-Apr-18
Outlet 1188,Brand 7,658.7108,28-Apr-18
